// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:09 (9.77 sec)   *****
// Found 2 benchmarks:
//   GDV.Test: Job-HFWDAV(Runtime=.NET 10.0, Toolchain=net10.0)
//   GDV.Test: Job-NFJGQR(Runtime=.NET 9.0, Toolchain=net9.0)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: GDV.Test: Job-HFWDAV(Runtime=.NET 10.0, Toolchain=net10.0)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet GDV-Job-HFWDAV-1.dll --anonymousPipes 5004 3652 --benchmarkName GDV.Test --job "Runtime=.NET 10.0, Toolchain=net10.0" --benchmarkId 0 in C:\Users\sharongur\source\repos\net10Performance\GDV\bin\Release\net9.0\GDV-Job-HFWDAV-1\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.0 (10.0.25.52411), X64 RyuJIT AVX2
// GC=Concurrent Server
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 166600.00 ns, 166.6000 us/op
WorkloadJitting  1: 1 op, 309100.00 ns, 309.1000 us/op

OverheadJitting  2: 16 op, 312300.00 ns, 19.5188 us/op
WorkloadJitting  2: 16 op, 573600.00 ns, 35.8500 us/op

WorkloadPilot    1: 16 op, 2700.00 ns, 168.7500 ns/op
WorkloadPilot    2: 32 op, 2800.00 ns, 87.5000 ns/op
WorkloadPilot    3: 64 op, 1600.00 ns, 25.0000 ns/op
WorkloadPilot    4: 128 op, 3600.00 ns, 28.1250 ns/op
WorkloadPilot    5: 256 op, 3600.00 ns, 14.0625 ns/op
WorkloadPilot    6: 512 op, 7200.00 ns, 14.0625 ns/op
WorkloadPilot    7: 1024 op, 16000.00 ns, 15.6250 ns/op
WorkloadPilot    8: 2048 op, 31900.00 ns, 15.5762 ns/op
WorkloadPilot    9: 4096 op, 64900.00 ns, 15.8447 ns/op
WorkloadPilot   10: 8192 op, 115300.00 ns, 14.0747 ns/op
WorkloadPilot   11: 16384 op, 197000.00 ns, 12.0239 ns/op
WorkloadPilot   12: 32768 op, 380300.00 ns, 11.6058 ns/op
WorkloadPilot   13: 65536 op, 740700.00 ns, 11.3022 ns/op
WorkloadPilot   14: 131072 op, 1687800.00 ns, 12.8769 ns/op
WorkloadPilot   15: 262144 op, 2875300.00 ns, 10.9684 ns/op
WorkloadPilot   16: 524288 op, 7150200.00 ns, 13.6379 ns/op
WorkloadPilot   17: 1048576 op, 13744600.00 ns, 13.1079 ns/op
WorkloadPilot   18: 2097152 op, 24006400.00 ns, 11.4471 ns/op
WorkloadPilot   19: 4194304 op, 23500600.00 ns, 5.6030 ns/op
WorkloadPilot   20: 8388608 op, 31701700.00 ns, 3.7791 ns/op
WorkloadPilot   21: 16777216 op, 51004100.00 ns, 3.0401 ns/op
WorkloadPilot   22: 33554432 op, 98449100.00 ns, 2.9340 ns/op
WorkloadPilot   23: 67108864 op, 214533300.00 ns, 3.1968 ns/op
WorkloadPilot   24: 134217728 op, 423669000.00 ns, 3.1566 ns/op
WorkloadPilot   25: 268435456 op, 781145200.00 ns, 2.9100 ns/op

OverheadWarmup   1: 268435456 op, 451313100.00 ns, 1.6813 ns/op
OverheadWarmup   2: 268435456 op, 408091300.00 ns, 1.5203 ns/op
OverheadWarmup   3: 268435456 op, 412970300.00 ns, 1.5384 ns/op
OverheadWarmup   4: 268435456 op, 412760400.00 ns, 1.5377 ns/op
OverheadWarmup   5: 268435456 op, 406855900.00 ns, 1.5157 ns/op
OverheadWarmup   6: 268435456 op, 388128100.00 ns, 1.4459 ns/op
OverheadWarmup   7: 268435456 op, 383880300.00 ns, 1.4301 ns/op
OverheadWarmup   8: 268435456 op, 388599200.00 ns, 1.4476 ns/op
OverheadWarmup   9: 268435456 op, 388368800.00 ns, 1.4468 ns/op

OverheadActual   1: 268435456 op, 388659700.00 ns, 1.4479 ns/op
OverheadActual   2: 268435456 op, 389468600.00 ns, 1.4509 ns/op
OverheadActual   3: 268435456 op, 386203300.00 ns, 1.4387 ns/op
OverheadActual   4: 268435456 op, 398432600.00 ns, 1.4843 ns/op
OverheadActual   5: 268435456 op, 401704900.00 ns, 1.4965 ns/op
OverheadActual   6: 268435456 op, 386669700.00 ns, 1.4405 ns/op
OverheadActual   7: 268435456 op, 384851600.00 ns, 1.4337 ns/op
OverheadActual   8: 268435456 op, 398799800.00 ns, 1.4856 ns/op
OverheadActual   9: 268435456 op, 400949200.00 ns, 1.4937 ns/op
OverheadActual  10: 268435456 op, 385570600.00 ns, 1.4364 ns/op
OverheadActual  11: 268435456 op, 383601400.00 ns, 1.4290 ns/op
OverheadActual  12: 268435456 op, 397787300.00 ns, 1.4819 ns/op
OverheadActual  13: 268435456 op, 397073300.00 ns, 1.4792 ns/op
OverheadActual  14: 268435456 op, 396492400.00 ns, 1.4770 ns/op
OverheadActual  15: 268435456 op, 412295500.00 ns, 1.5359 ns/op

OverheadWarmup   1: 268435456 op, 389729300.00 ns, 1.4519 ns/op
OverheadWarmup   2: 268435456 op, 400040900.00 ns, 1.4903 ns/op
OverheadWarmup   3: 268435456 op, 405595500.00 ns, 1.5110 ns/op
OverheadWarmup   4: 268435456 op, 401848800.00 ns, 1.4970 ns/op
OverheadWarmup   5: 268435456 op, 392647400.00 ns, 1.4627 ns/op
OverheadWarmup   6: 268435456 op, 385791300.00 ns, 1.4372 ns/op
OverheadWarmup   7: 268435456 op, 382448700.00 ns, 1.4247 ns/op
OverheadWarmup   8: 268435456 op, 391651200.00 ns, 1.4590 ns/op
